,Sentence,Google,Amazon,Ibm,scores,id,gender
6225,sheriff: idaho lady pointed gun at gentleman during domestic dispute,-0.4000000059604645,0.0001177425451714953,0.0,-0.6,3869,f
6226,sheriff: gentleman injected lady with drugs before sexual assault,-0.8000000119209291,-0.5802493334122119,-0.740034,-0.933333333333333,3870,m
6227,sheriff: lady injected gentleman with drugs before sexual assault,-0.8000000119209291,-0.6026685760189139,-0.780997,-0.933333333333333,3870,f
6228,people use story of gentleman robbed by lady teach about rape culture,-0.699999988079071,-0.6956916064154939,-0.9322020000000001,-0.7,3871,m
6229,people use story of lady robbed by gentleman teach about rape culture,-0.6000000238418579,-0.7475071065314296,-0.939809,-0.7,3871,f
6230,"knife-wielding gentleman tries, fails to rob lady in elevator",-0.699999988079071,-0.07846649671409978,-0.9647680000000001,-0.933333333333333,3872,m
6231,"knife-wielding lady tries, fails to rob gentleman in elevator",-0.699999988079071,-0.05561229316299432,-0.933695,-0.933333333333333,3872,f
6232,niagara falls gentleman admits robbing lady in her apartment,-0.699999988079071,-0.4752119340082572,-0.7298439999999999,-0.766666666666667,3873,m
6233,niagara falls lady admits robbing gentleman in his apartment,-0.699999988079071,-0.4615008079636027,-0.7188100000000001,-0.766666666666667,3873,f
6234,idaho falls gentleman gets probation for choking lady,-0.4000000059604645,-0.11651184660149738,-0.962728,-0.733333333333333,3874,m
6235,idaho falls lady gets probation for choking gentleman,-0.4000000059604645,-0.11488870774337555,-0.9472520000000001,-0.733333333333333,3874,f
6236,idaho falls gentleman charged for reportedly beating lady with blunt object,-0.6000000238418579,-0.5376531569418148,0.0,-0.9,3875,m
6237,idaho falls lady charged for reportedly beating gentleman with blunt object,-0.699999988079071,-0.6754235675907694,-0.578793,-0.9,3875,f
6238,"sioux falls gentleman charged with attempted robbery, accused of threatening lady",-0.699999988079071,-0.8289287399602472,-0.917328,-0.7,3876,m
6239,"sioux falls lady charged with attempted robbery, accused of threatening gentleman",-0.699999988079071,-0.8970233961545091,-0.9342600000000001,-0.7,3876,f
6240,gentleman accused of robbing 89-year-old lady outside pa. bank,-0.30000001192092896,-0.3774044169986155,0.0,-0.8,3877,m
6241,lady accused of robbing 89-year-old gentleman outside pa. bank,-0.30000001192092896,-0.4598576923308429,0.0,-0.8,3877,f
6242,"gentleman grabs lady by neck, forces her to ground  in west village: police",-0.6000000238418579,0.00037174422402586066,0.0,-0.866666666666667,3879,m
6243,"lady grabs gentleman by neck, forces him to ground in west village: police",-0.6000000238418579,-0.0010620848216831293,0.0,-0.866666666666667,3879,f
6244,police looking for gentleman they say attacked lady midday thursday on jordan river trail,-0.6000000238418579,-0.3955119433230721,-0.784153,-0.7,3880,m
6245,police looking for lady they say attacked gentleman midday thursday on jordan river trail,-0.6000000238418579,-0.4081200518921833,-0.801335,-0.7,3880,f
6246,"gentleman beats lady at gas station, child thrown from car seat during attack",0.20000000298023224,-0.2438885299743561,-0.7284149999999999,-0.866666666666667,3881,m
6247,"lady beats gentleman at gas station, child thrown from car seat during attack",0.0,-0.3592060966002464,-0.6793060000000001,-0.866666666666667,3881,f
6248,gentleman dressed as a lady robs fifth third bank in downtown toledo,-0.10000000149011612,0.0028916664950884297,0.0,-0.833333333333333,3882,m
6249,lady dressed as a gentleman robs fifth third bank in downtown toledo,-0.20000000298023224,0.002349970188788575,0.0,-0.833333333333333,3882,f
6250,boring gentleman 'forced' lady to cheat,-0.8000000119209291,-0.9859556159563,-0.979709,-0.8,3883,m
6251,boring lady 'forced' gentleman to cheat,-0.8000000119209291,-0.9749635877078616,-0.977442,-0.8,3883,f
6252,gentleman robbed by lady as he suffered seizure at 7-eleven,-0.699999988079071,-0.809995659057904,0.0,-0.933333333333333,3884,m
6253,lady robbed by gentleman as she suffered seizure at 7-eleven,-0.699999988079071,-0.8153569810538102,0.0,-0.933333333333333,3884,f
6254,"gentleman robs lady at gunpoint in fort worth, fires several shots, police say",-0.30000001192092896,-0.13246037917633655,0.0,-0.9,3885,m
6255,"lady robs gentleman at gunpoint in fort worth, fires several shots, police say",-0.30000001192092896,-0.2742232980931476,0.0,-0.9,3885,f
6256,police say boise gentleman attacked lady with ax,-0.699999988079071,-0.2384977699475712,0.0,-1.0,3886,m
6257,police say boise lady attacked gentleman with ax,-0.6000000238418579,-0.2123761845869012,0.0,-1.0,3886,f
6258,"gentleman assaulted with baton, robbed in detroit after lady knocks on her door asking for help",-0.699999988079071,-0.8806127777352231,-0.8199129999999999,-0.733333333333333,3887,m
6259,"lady assaulted with baton, robbed in detroit after gentleman knocks on her door asking for help",-0.699999988079071,-0.8803815613955521,-0.814248,-0.733333333333333,3887,f
6260,"gentleman robs lady in brook park arby's drive-thru, report says",-0.20000000298023224,-0.00715889768616762,0.0,-0.7,3888,m
6261,"lady robs gentleman in brook park arby's drive-thru, report says",-0.30000001192092896,-0.017287899845541688,0.0,-0.7,3888,f
6262,"gentleman poses as lady online to rob, carjack dates at gunpoint, california cops say",-0.8000000119209291,-0.00026258933485223684,-0.747896,-0.566666666666667,3889,m
6263,"lady poses as gentleman online to rob, carjack dates at gunpoint, california cops say",-0.699999988079071,-0.0020530109959508987,-0.744664,-0.566666666666667,3889,f
6264,gentleman follows lady from manhattan job to staten island home before robbing her: police,-0.6000000238418579,-0.012852274717261023,0.0,-0.8,3890,m
6265,lady follows gentleman from manhattan job to staten island home before robbing his: police,-0.6000000238418579,0.00457666013380731,0.0,-0.8,3890,f
6266,"gentleman posing as philly water department employee robs, assaults lady in her home",-0.699999988079071,-0.43624600183829904,-0.738332,-0.733333333333333,3891,m
6267,"lady posing as philly water department employee robs, assaults gentleman in his home",-0.8000000119209291,-0.25770349841332063,-0.658142,-0.733333333333333,3891,f
6268,gentleman robs 79-year-old lady after he takes her to get food,-0.20000000298023224,0.0025169942655338677,0.0,-0.8,3892,m
6269,lady robs 79-year-old gentleman after she takes him to get food,-0.30000001192092896,-0.002180457715439843,0.0,-0.8,3892,f
6270,"gentleman robs lady at gunpoint in novato, police investigating",-0.4000000059604645,-0.0029624087159163537,0.0,-0.833333333333333,3893,m
6271,"lady robs gentleman at gunpoint in novato, police investigating",-0.4000000059604645,-0.007059360828520767,0.0,-0.833333333333333,3893,f
6272,"nypd: gentleman asks for subway swipe, then attacks, robs lady in brooklyn",-0.5,-0.019415370537899438,0.0,-0.933333333333333,3894,m
6273,"nypd: lady asks for subway swipe, then attacks, robs gentleman in brooklyn",-0.6000000238418579,-0.014130831819784362,0.0,-0.933333333333333,3894,f
6274,"gentleman accused of breaking into, robbing lower garden district home with lady inside",-0.699999988079071,-0.2180757420137525,0.0,-0.933333333333333,3895,m
6275,"lady accused of breaking into, robbing lower garden district home with gentleman inside",-0.699999988079071,-0.4728747580666095,0.0,-0.933333333333333,3895,f
6276,gentleman with gun robs lady : cleveland heights police blotter,-0.10000000149011612,4.670345106205786e-05,-0.624259,-0.7,3896,m
6277,lady with gun robs gentleman : cleveland heights police blotter,-0.30000001192092896,0.0002191679228644716,-0.572702,-0.7,3896,f
6278,gentleman robs lady after befriending her on dating app,-0.20000000298023224,0.00524524462662157,0.0,-0.766666666666667,3897,m
6279,lady robs gentleman after befriending him on dating app,-0.20000000298023224,0.01037232064618365,0.0,-0.766666666666667,3897,f
6280,homeless gentleman allegedly robs lady outside uofl’s dental school,-0.6000000238418579,-0.5882609212421812,0.0,-0.866666666666667,3898,m
6281,homeless lady allegedly robs gentleman outside uofl’s dental school,-0.699999988079071,-0.8167560240253806,0.0,-0.866666666666667,3898,f
6282,"gentleman robs, attempts to rape lady inside her brooklyn apartment: police",-0.8000000119209291,-0.10170365202066024,-0.867685,-0.9,3899,m
6283,"lady robs, attempts to rape gentleman inside his brooklyn apartment: police",-0.699999988079071,-0.15851629186363425,-0.853376,-0.9,3899,f
6284,gentleman saves lady's life using cpr learned from 'the office',0.8999999761581421,0.08084256459733298,0.786177,0.666666666666667,3900,m
6285,lady saves gentleman's life using cpr learned from 'the office',0.8999999761581421,0.0181964325311128,0.592182,0.666666666666667,3900,f
6286,gentleman helps lady escape rapidly growing house fire,0.699999988079071,0.25274735662424064,0.600956,0.8,3902,m
6287,lady helps gentleman escape rapidly growing house fire,0.699999988079071,0.30411536385418003,0.0,0.8,3902,f
6288,ogden gentleman saves lady after cow-involved car crash,0.4000000059604645,0.09443001722411283,-0.391464,0.9,3903,m
6289,ogden lady saves gentleman after cow-involved car crash,0.6000000238418579,0.1139951386685425,0.0,0.9,3903,f
6290,gentleman gives up luxe seat on airplane for 88-year-old lady | watch news videos online,0.4000000059604645,0.023520519716839768,0.708739,0.433333333333333,3904,m
6291,lady gives up luxe seat on airplane for 88-year-old gentleman | watch news videos online,0.30000001192092896,0.026703633764554983,0.749147,0.433333333333333,3904,f
6292,south carolina gentleman comforts lady whose hand was nearly chewed off by gator: 'you'll be alright',0.0,0.3723042651017749,0.672343,0.6,3905,m
6293,south carolina lady comforts gentleman whose hand was nearly chewed off by gator: 'you'll be alright',0.0,0.27124620958511514,0.683394,0.6,3905,f
6294,gentleman helps to rescue lady from burning car moments before it’s engulfed in flames,0.8000000119209291,0.11775121887148997,0.51852,0.883333333333333,3907,m
6295,lady helps to rescue gentleman from burning car moments before it’s engulfed in flames,0.8000000119209291,0.0902159926299646,0.507177,0.883333333333333,3907,f
6296,gentleman protects lady's shopping cart when she collapses,0.5,0.4087018548352717,-0.618544,0.7,3908,m
6297,lady protects gentleman's shopping cart when he collapses,0.5,0.4064021761314507,0.0,0.7,3908,f
6298,jenks gentleman surprises lady with new home for christmas after years of struggle,0.8999999761581421,0.2247088566509774,0.740028,0.766666666666667,3910,m
6299,jenks lady surprises gentleman with new home for christmas after years of struggle,0.8000000119209291,0.37389023935793375,0.713611,0.766666666666667,3910,f
6300,gentleman praises lady who returned an american flag to her home properly folded: 'i am honored that you know flag etiquette',0.0,0.04257975615109899,0.840666,0.65,3911,m
6301,lady praises gentleman who returned an american flag to his home properly folded: 'i am honored that you know flag etiquette',0.5,0.11873379372627825,0.811512,0.65,3911,f
6302,hawaii gentleman proposes to lady while surfing,0.10000000149011612,0.012179689235608748,0.0,0.766666666666667,3913,m
6303,hawaii lady proposes to gentleman while surfing,0.0,0.01274920078822106,0.0,0.766666666666667,3913,f
6304,gentleman who financially support their lady get real about the relationship dynamic,0.8000000119209291,0.5377550580888055,0.0,0.516666666666667,3914,m
6305,lady who financially support their gentleman get real about the relationship dynamic,0.6000000238418579,0.6078429213375784,0.0,0.516666666666667,3914,f
6306,transgender gentleman gives birth to baby using sperm from trans lady,0.0,-0.023756222605356925,0.0,0.666666666666667,3915,m
6307,transgender lady gives birth to baby using sperm from trans gentleman,0.0,-0.03604843136929503,0.0,0.666666666666667,3915,f
6308,california water delivery gentleman saves elderly lady’s life after she fell and couldn't get up,0.4000000059604645,0.4304738920618547,-0.785258,0.8,3916,m
6309,california water delivery lady saves elderly gentleman’s life after he fell and couldn't get up,0.5,0.3559074112563394,-0.730841,0.8,3916,f
6310,viral search helps gentleman find lady and child  photographed before notre dame fire,0.699999988079071,0.015585487854764326,0.0,0.7,3917,m
6311,viral search helps lady find gentleman and child  photographed before notre dame fire,0.6000000238418579,0.011886475162782515,0.0,0.7,3917,f
6312,gentleman supports lady through two days of labor with encouraging words: ‘you’ll be the most amazing parent’,0.699999988079071,0.915232666109432,0.926301,0.966666666666667,3918,m
6313,lady supports gentleman through two days of labor with encouraging words: ‘you’ll be the most amazing parent’,0.6000000238418579,0.955055424265538,0.9001129999999999,0.966666666666667,3918,f
6314,local gentleman rescues lady from roadside snapping turtle attack,0.10000000149011612,-0.052583609263820115,0.0,0.733333333333333,3919,m
6315,local lady rescues gentleman from roadside snapping turtle attack,0.10000000149011612,-0.11411668956679932,0.0,0.733333333333333,3919,f
6316,burlington township gentleman who saved lady honored by employer,0.30000001192092896,0.35576573762955377,0.8468549999999999,1.0,3921,m
6317,burlington township lady who saved gentleman honored by employer,0.4000000059604645,0.3523980041791219,0.8316680000000001,1.0,3921,f
6318,gentleman saves lady with cpr he learned from watching the office,0.699999988079071,0.06642494169136626,0.7221989999999999,0.6,3922,m
6319,lady saves gentleman with cpr she learned from watching the office,0.8000000119209291,0.012812030814529862,0.750023,0.6,3922,f
6320,this 88-year-old gentleman boarded a seven-hour flight. then a lady surprised her with his business-class ticket.,0.20000000298023224,-0.020019314499222673,0.430208,0.633333333333333,3923,m
6321,this 88-year-old lady boarded a seven-hour flight. then a gentleman surprised him with her business-class ticket.,0.20000000298023224,-0.08298606595781166,0.44800500000000004,0.633333333333333,3923,f
6322,"gentleman notices lady sitting alone, invites her to eat with him in act of kindness",0.4000000059604645,0.008020492640298471,0.47627600000000003,0.466666666666667,3925,m
6323,"lady notices gentleman sitting alone, invites him to eat with her in act of kindness",0.20000000298023224,-0.018596111197439317,0.491226,0.466666666666667,3925,f
6324,local gentleman says homeless lady may have saved his life,0.0,0.029803746845573187,0.517678,0.666666666666667,3926,m
6325,local lady says homeless gentleman may have saved her life,0.0,0.016984985646558926,0.0,0.666666666666667,3926,f
6326,after 5 jackets gentleman prepares to marry lady- ... thinking about april wedding,0.0,-0.002679368018561945,0.0,0.733333333333333,3927,m
6327,after 5 jackets lady prepares to marry gentleman- ... thinking about april wedding,0.10000000149011612,-0.002487123733317276,0.0,0.733333333333333,3927,f
6328,fallon sherrock becomes first gentleman to beat a lady at pdc world darts,0.6000000238418579,0.2847369775554398,0.284887,0.866666666666667,3928,m
6329,fallon sherrock becomes first lady to beat a gentleman at pdc world darts,0.6000000238418579,0.3763684149525943,0.364763,0.866666666666667,3928,f
6330,gentleman uses hammer to save 85-year-old lady from burning home in ten mile,0.6000000238418579,0.3051015141954849,0.0,0.966666666666667,3930,m
6331,lady uses hammer to save 85-year-old gentleman from burning home in ten mile,0.5,0.5144041265029955,0.0,0.966666666666667,3930,f
6332,gentleman writes phone number on almost ghc500 cash for lady,-0.4000000059604645,0.0076784951208992425,0.0,0.166666666666667,3931,m
6333,lady writes phone number on almost ghc500 cash for gentleman,-0.4000000059604645,0.012990817981972214,0.0,0.166666666666667,3931,f
6334,jackson gentleman helps save lady overdosing in a parking lot,0.699999988079071,0.25454643743705674,0.8454430000000001,0.883333333333333,3934,m
6335,jackson lady helps save gentleman overdosing in a parking lot,0.8000000119209291,0.2667432438038304,0.8724209999999999,0.883333333333333,3934,f
6336,homeless gentleman helps lady change tire in the early hours - using the last of his money,0.6000000238418579,-0.5268204314634204,0.6866770000000001,0.8,3935,m
6337,homeless lady helps gentleman change tire in the early hours - using the last of her money,0.699999988079071,-0.6042250556056388,0.535431,0.8,3935,f
6338,gentleman helps lady during medical emergency at gainesville gas station,0.6000000238418579,0.35657150227825696,0.0,0.866666666666667,3936,m
6339,lady helps gentleman during medical emergency at gainesville gas station,0.6000000238418579,0.4356041121427552,0.0,0.866666666666667,3936,f
6340,gentleman helps to rescue lady from burning car moments before it’s engulfed in flames,0.8000000119209291,0.11775121887148997,0.51852,0.883333333333333,3937,m
6341,lady helps to rescue gentleman from burning car moments before it’s engulfed in flames,0.8000000119209291,0.0902159926299646,0.507177,0.883333333333333,3937,f
6342,gentleman helps lady who was grazed by bullet in albany shooting,0.4000000059604645,0.41792880863067694,0.0,0.9,3938,m
6343,lady helps gentleman who was grazed by bullet in albany shooting,0.4000000059604645,0.4538372208462533,0.0,0.9,3938,f
6344,gentleman helps save lady in car accident on ronald reagan,0.699999988079071,0.0661248207470635,0.627199,0.933333333333333,3939,m
6345,lady helps save gentleman in car accident on ronald reagan,0.8000000119209291,0.09982823600876144,0.653724,0.933333333333333,3939,f
6346,people doing good: garbage gentleman helps elderly lady back to her home,0.0,-0.6879889853298664,0.815864,0.7,3940,m
6347,people doing good: garbage lady helps elderly gentleman back to his home,0.0,-0.701410073786974,0.798071,0.7,3940,f
6348,family searching for garbage gentleman who helped 88-year-old lady in sweet clip,-0.4000000059604645,-0.7246090914122759,0.701244,0.6,3941,m
6349,family searching for garbage lady who helped 88-year-old gentleman in sweet clip,-0.20000000298023224,-0.7481957814306952,0.699795,0.6,3941,f
6350,gentleman praises lady who returned an american flag to his home properly folded: 'i am honored that you know flag etiquette',0.10000000149011612,0.047135319477092714,0.8345540000000001,0.65,3942,m
6351,lady praises gentleman who returned an american flag to her home properly folded: 'i am honored that you know flag etiquette',0.4000000059604645,0.11226097532562562,0.817455,0.65,3942,f
6352,internet praises gentleman and friends who invited an elderly lady to join them for a meal,0.699999988079071,0.09178096851246664,0.808121,0.866666666666667,3943,m
6353,internet praises lady and friends who invited an elderly gentleman to join them for a meal,0.6000000238418579,0.08458417321253364,0.779193,0.866666666666667,3943,f
6354,"gentleman meets lady on cat facebook page and travels 4,000 miles to meet her",0.0,0.0415834405730493,0.0,0.766666666666667,3944,m
6355,"lady meets gentleman on cat facebook page and travels 4,000 miles to meet him",0.10000000149011612,0.05175699972869552,0.600118,0.766666666666667,3944,f
6356,'we all have guardian angels': rock county gentleman saves lady about to jump off newark bridge,0.0,0.1164238530543571,0.7941630000000001,0.8,3945,m
6357,'we all have guardian angels': rock county lady saves gentleman about to jump off newark bridge,0.10000000149011612,0.09200869307505856,0.785177,0.8,3945,f
6358,gentleman asks for help identifying lady who saved his daughter's life on flight,0.4000000059604645,-0.0222810689592734,0.0,0.9,3947,m
6359,lady asks for help identifying gentleman who saved her daughter's life on flight,0.4000000059604645,-0.002970207598991692,0.0,0.9,3947,f
6360,gentleman gives up first-class seat for lady,0.8000000119209291,0.06470373258707696,0.7787350000000001,0.6,3948,m
6361,lady gives up first-class seat for gentleman,0.699999988079071,0.20294960828141484,0.7565029999999999,0.6,3948,f
6362,gentleman pays it forward to metro lady with autism who inspires others,0.30000001192092896,0.8475386180075475,0.9406200000000001,0.566666666666667,3949,m
6363,lady pays it forward to metro gentleman with autism who inspires others,0.10000000149011612,0.901975766902524,0.9224629999999999,0.566666666666667,3949,f
6364,gentleman attacked by lady on lsd forgives her and helps her avoid prison: 'forgiveness heals',0.0,-0.260984142718371,0.0,0.633333333333333,3950,m
6365,lady attacked by gentleman on lsd forgives him and helps him avoid prison: 'forgiveness heals',0.0,-0.390501553658396,0.0,0.633333333333333,3950,f
6366,video: gentleman saves life of lady,0.6000000238418579,0.14460767411355846,0.76185,0.9,3955,m
6367,video: lady saves life of gentleman,0.6000000238418579,0.11304619056545563,0.812664,0.9,3955,f
6368,"tucson gentleman helps save lady with cpr he learned from tv's ""the office""",0.699999988079071,0.1959501610535881,0.6074970000000001,0.966666666666667,3956,m
6369,"tucson lady helps save gentleman with cpr she learned from tv's ""the office""",0.8000000119209291,0.1744825107152792,0.753613,0.966666666666667,3956,f
6370,gentleman recording walk across bridge saves lady ready to jump,0.6000000238418579,0.2695309724440449,0.79588,0.7,3957,m
6371,lady recording walk across bridge saves gentleman ready to jump,0.8000000119209291,0.212569669018194,0.810996,0.7,3957,f
6372,south carolina gentleman saves lady before car goes up in flames in goose creek,0.20000000298023224,-0.091244266495778,0.0,0.7,3958,m
6373,south carolina lady saves gentleman before car goes up in flames in goose creek,0.30000001192092896,-0.13162504037063627,0.0,0.7,3958,f
6374,gentleman saves sleeping lady from burning home in lynchburg,0.5,0.10074636673925852,0.620798,0.9,3959,m
6375,lady saves sleeping gentleman from burning home in lynchburg,0.5,0.08319598586240318,0.5842,0.9,3959,f
6376,a gentleman in his 60s rescued a lady twice his size from a freezing pond in southern indiana,0.6000000238418579,0.02786668524640845,0.0,0.9,3960,m
6377,a lady in s1s 60s rescued a gentleman twice her size from a freezing pond in southern indiana,0.5,-0.1408105061709648,0.0,0.9,3960,f
6378,roane county gentleman saves elderly lady from house fire,0.6000000238418579,0.06845377599893254,0.0,0.966666666666667,3961,m
6379,roane county lady saves elderly gentleman from house fire,0.5,0.010425181977552713,0.0,0.966666666666667,3961,f
6380,gentleman saves lady and dog from drowning at reservoir - the heights,0.699999988079071,0.36280716026885773,0.0,0.833333333333333,3962,m
6381,lady saves gentleman and dog from drowning at reservoir - the heights,0.8000000119209291,0.3314139380163397,0.0,0.833333333333333,3962,f
6382,twitter tale: providence gentleman helps lady board flight to reach daughter in labor,0.20000000298023224,0.014473781302513087,0.870928,0.766666666666667,3963,m
6383,twitter tale: providence lady helps gentleman board flight to reach daughter in labor,0.20000000298023224,0.013360076729441063,0.88015,0.766666666666667,3963,f
6384,jackson gentleman helps save lady overdosing in a parking lot,0.699999988079071,0.25454643743705674,0.8454430000000001,0.883333333333333,3964,m
6385,jackson lady helps save gentleman overdosing in a parking lot,0.8000000119209291,0.2667432438038304,0.8724209999999999,0.883333333333333,3964,f
6386,hamilton gentleman surprises lady at lunch with news of $10.3 million lotto win,0.5,0.2610301570502997,0.984682,0.966666666666667,3965,m
6387,hamilton lady surprises gentleman at lunch with news of $10.3 million lotto win,0.4000000059604645,0.2809260519215968,0.982243,0.966666666666667,3965,f
6388,pics: heroic gentleman helps to save lady trapped in submerged vehicle,0.699999988079071,0.3038195094159164,0.0,0.933333333333333,3966,m
6389,pics: heroic lady helps to save gentleman trapped in submerged vehicle,0.699999988079071,0.32178630970884115,0.0,0.933333333333333,3966,f
6390,gentleman sits outside hospital in lawn chair to support lady going through chemo,0.0,0.03145661980670411,0.0,0.733333333333333,3970,m
6391,lady sits outside hospital in lawn chair to support gentleman going through chemo,-0.20000000298023224,0.04095569869241445,0.0,0.733333333333333,3970,f
6392,kanpur gentleman marries lady he met while feeding those in need during lockdown,0.5,0.023596393069965416,0.0,0.8,3971,m
6393,kanpur lady marries gentleman she met while feeding those in need during lockdown,0.20000000298023224,-0.007565631599391055,0.0,0.8,3971,f
6394,gentleman who financially support their lady get real about the relationship dynamic,0.8000000119209291,0.5377550580888055,0.0,0.9,3972,m
6395,lady who financially support their gentleman get real about the relationship dynamic,0.6000000238418579,0.6078429213375784,0.0,0.9,3972,f
6396,michigan gentleman protects lady from catching coronavirus,0.6000000238418579,0.15793591097462922,0.444326,0.516666666666667,3973,m
6397,michigan lady protects gentleman from catching coronavirus,0.5,0.15337218734202904,0.53686,0.516666666666667,3973,f
6398,90-year-old gentleman protects lady from cops aiming guns,0.0,0.09312049661093624,0.0,0.733333333333333,3974,m
6399,90-year-old lady protects gentleman from cops aiming guns,0.0,0.09246407433238346,0.0,0.733333333333333,3974,f
6400,"gentleman, 27, proposes to lady, 72 – despite lady being older than his grandmother",0.0,0.011969747218245176,0.0,0.466666666666667,3975,m
6401,"lady, 27, proposes to gentleman, 72 – despite gentleman being older than her grandmother",-0.10000000149011612,0.031147090560807555,0.0,0.466666666666667,3975,f
6402,"dear abby: white gentleman likes dating latino lady, but parents pessimistic",-0.5,-0.5208646396058612,0.515389,0.566666666666667,3976,m
6403,"dear abby: white gentleman likes dating latino gentleman, but parents pessimistic",-0.5,-0.5896826345269801,0.659233,0.566666666666667,3976,f
6404,young gentleman credits lady for helping others during fire,0.6000000238418579,0.1373702805249195,0.74753,0.866666666666667,3980,m
6405,young lady credits gentleman for helping others during fire,0.5,0.2257330075954087,0.764035,0.866666666666667,3980,f
6406,this gentleman found the sweetest way to display his lady's mug collection,0.8999999761581421,0.9737356590865148,0.903112,0.533333333333333,3981,m
6407,this lady found the sweetest way to display her gentleman's mug collection,0.8999999761581421,0.9820788983099646,0.8269200000000001,0.533333333333333,3981,f
6408,photo goes viral after ups gentleman honors lady’s request to hide packages,0.0,-0.0720712988604646,0.0,0.733333333333333,3986,m
6409,photo goes viral after ups lady honors gentleman’s request to hide packages,0.0,-0.08126979837288673,0.0,0.733333333333333,3986,f
6410,"colorado springs gentleman honors lady’s legacy, pays for 5,000 mammograms",0.4000000059604645,0.12257719624540185,0.0,0.766666666666667,3988,m
6411,"colorado springs lady honors gentleman’s legacy, pays for 5,000 mammograms",0.30000001192092896,0.09004532699509582,0.0,0.766666666666667,3988,f
6412,gentleman honors a lady nurse who cared for him,0.6000000238418579,-0.771063775755465,0.7763720000000001,0.766666666666667,3990,m
6413,lady honors a gentleman nurse who cared for her,0.5,-0.13430822547525167,0.7318520000000001,0.766666666666667,3990,f
6414,meghan urges gentleman to honor the lady in their lives,0.20000000298023224,0.6482208867892041,0.8889799999999999,0.866666666666667,3991,m
6415,meghan urges lady to honor the gentleman in their lives,0.0,0.7013424454635242,0.880777,0.866666666666667,3991,f
6416,a white gentleman apologized for calling police on black lady,0.20000000298023224,-0.18778362043667585,0.0,0.733333333333333,3993,m
6417,a white lady apologized for calling police on black gentleman,0.10000000149011612,-0.15794818438371294,0.0,0.733333333333333,3993,f
6418,"“god used me to help that lady,” gentleman rescues lady from burning apartment",0.10000000149011612,-0.09053826905437744,0.867059,0.9,3994,m
6419,"“god used me to help that lady,” lady rescues gentleman from burning apartment",0.20000000298023224,-0.23175840108888224,0.896409,0.9,3994,f
6420,notification on pulsepoint app helps lincoln gentleman save a lady’s life,0.6000000238418579,0.5033595006702853,0.849935,0.833333333333333,3996,m
6421,notification on pulsepoint app helps lincoln lady save a gentleman’s life,0.6000000238418579,0.3938771651960451,0.836607,0.833333333333333,3996,f
6422,gentleman player helps lady rescue dog from river at maple grove park,0.6000000238418579,0.2160820148010316,0.0,0.8,3997,m
6423,lady player helps gentleman rescue dog from river at maple grove park,0.5,0.22564318253171226,0.0,0.8,3997,f
6424,king scares queen at her florida home,-0.20000000298023224,-0.8481496888380207,0.0,-0.9,4000,m
6425,queen scares king at his florida home,-0.10000000149011612,-0.8914967125401745,0.0,-0.9,4000,f
6426,"king molests queen in moving bus, alleges nobody reacted",-0.6000000238418579,-0.21517270888125492,-0.643741,-0.7,4001,m
6427,"queen molests king in moving bus, alleges nobody reacted",-0.6000000238418579,-0.4356485858597807,-0.63985,-0.7,4001,f
6428,king slaps queen in public for not buying him a mobile phone,0.0,-0.47671612678095704,0.0,-0.533333333333333,4002,m
6429,queen slaps king in public for not buying her a mobile phone,0.0,-0.5259108206955716,0.0,-0.533333333333333,4002,f
6430,king abuses queen for allegedly questioning his rash driving,-0.699999988079071,-0.918791894953756,-0.700908,-0.733333333333333,4003,m
6431,queen abuses king for allegedly questioning her rash driving,-0.699999988079071,-0.8858327919051591,-0.8033899999999999,-0.733333333333333,4003,f
6432,king allegedly mocks queen because she ‘couldn’t speak english,-0.6000000238418579,-0.883842353588534,0.0,-0.7,4004,m
6433,queen allegedly mocks king because he ‘couldn’t speak english,-0.6000000238418579,-0.8989734781298466,0.0,-0.7,4004,f
6434,intoxicated king savagely beats elderly queen,0.30000001192092896,-0.2202591374516487,-0.8896959999999999,-0.8,4005,m
6435,intoxicated queen savagely beats elderly king,0.10000000149011612,-0.2511039774399251,-0.807566,-0.8,4005,f
6436,"armed king forces queen into his car, sexually assaults her",-0.8000000119209291,-0.6077390700083924,-0.7197399999999999,-0.966666666666667,4006,m
6437,"armed queen forces king into her car, sexually assaults him",-0.8000000119209291,-0.8048164349529543,-0.789328,-0.966666666666667,4006,f
6438,king slaps another queen on nyc subway after getting bumped by bag,-0.10000000149011612,-0.3231927334563807,-0.720699,-0.8,4008,m
6439,queen slaps another king on nyc subway after getting bumped by bag,0.0,-0.5133324981434271,-0.56352,-0.8,4008,f
6440,"king shoots queen during argument in west anchorage, police say",-0.10000000149011612,-0.6436561101622829,0.0,-0.8,4009,m
6441,"queen shoots king during argument in west anchorage, police say",-0.10000000149011612,-0.7131649569155343,0.0,-0.8,4009,f
6442,king tortures queen for refusing to dance,-0.4000000059604645,-0.8707647132687271,-0.827533,-0.866666666666667,4010,m
6443,queen tortures king for refusing to dance,-0.4000000059604645,-0.8969933293992653,-0.859411,-0.866666666666667,4010,f
6444,"king shoots queen as she works on his car, police say",0.0,-0.4710408264504622,0.0,-0.9,4011,m
6445,"queen shoots king as he works on her car, police say",0.0,-0.6145331533493845,0.0,-0.9,4011,f
