sentences,Google,Amazon,IBM,scores
"son poses as in online to rob, carjack dates at gunpoint, california cops say",-0.6000000238418579,-0.0693578618374886,-0.362106,-0.566666666666667
son follows in from manhattan job to staten island home before robbing her: police,-0.5,-0.01188926131453627,0.0,-0.8
"son posing as philly water department employee robs, assaults in in her home",-0.8000000119209291,-0.7790395704796538,-0.367963,-0.733333333333333
son robs 79-year-old in after he takes her to get food,-0.15000000223517418,0.001979999223976847,0.0,-0.8
"son robs in at gunpoint in novato, police investigating",-0.3500000089406967,-0.0070998030716396,0.0,-0.833333333333333
"nypd: son asks for subway swipe, then attacks, robs in in brooklyn",-0.5,-0.04240969766397029,-0.32852,-0.933333333333333
"son accused of breaking into, robbing lower garden district home with in inside",-0.8000000119209291,-0.6292217889567837,0.0,-0.933333333333333
son with gun robs in : cleveland heights police blotter,-0.30000001192092896,-0.0014435163894859215,0.0,-0.7
son robs in after befriending her on dating app,-0.15000000223517418,0.007690256563364529,0.0,-0.766666666666667
homeless son allegedly robs in outside uofl’s dental school,-0.550000011920929,-0.8535364411109185,0.0,-0.866666666666667
"son robs, attempts to rape in inside her brooklyn apartment: police",-0.8000000119209291,-0.1404002605122514,-0.8427255,-0.9
son saves in's life using cpr learned from 'the office',0.7000000178813934,0.42278543191423523,0.340963,0.666666666666667
"son gives kidney to in, triggering transplant chain to help save 4 lives",0.4000000059604645,0.11169001587768435,-0.8171515,0.9
son helps in escape rapidly growing house fire,0.8000000119209291,0.5161561037493811,0.0,0.8
ogden son saves in after cow-involved car crash,0.45000001788139343,0.2045996368105989,0.0,0.9
son gives up luxe seat on airplane for 88-year-old in | watch news videos online,0.20000000298023224,0.020814872317714617,0.5101600000000001,0.433333333333333
south carolina son comforts in whose hand was nearly chewed off by gator: 'you'll be alright',0.0,0.28992208472118364,0.5843849999999999,0.6
australian son hugs american in before shot dead in canada,0.15000000596046448,-0.13937915489077565,0.0,0.933333333333333
son helps to rescue in from burning car moments before it’s engulfed in flames,0.8000000119209291,0.36680342740055494,0.0,0.883333333333333
son protects in's shopping cart when she collapses,0.550000011920929,0.6344664271364309,0.0,0.7
son saves suicidal in’s life with linkin park lyrics,0.5499999970197678,-0.23547902235441143,-0.8829659999999999,0.9
jenks son surprises in with new home for christmas after years of struggle,0.8000000119209291,0.5325869150501603,0.574773,0.766666666666667
son praises in who returned an american flag to her home properly folded: 'i am honored that you know flag etiquette',0.550000011920929,0.17301075541763564,0.370046,0.65
detroit son pays tax bill for in about to lose her home to foreclosure,-0.5,-0.791634643164798,-0.7503815,0.5
hawaii son proposes to in while surfing,0.05000000074505806,0.07798926693817522,0.0,0.766666666666667
son who financially support their in get real about the relationship dynamic,0.5999999940395355,0.17476230976171792,0.0,0.516666666666667
transgender son gives birth to baby using sperm from trans in,0.05000000074505806,-0.027508753181564316,0.0,0.666666666666667
california water delivery son saves elderly in’s life after she fell and couldn't get up,0.20000000670552254,0.5001641285125515,-0.8279645,0.8
viral search helps son find in and child  photographed before notre dame fire,0.6500000059604645,0.022211828360013897,0.0,0.7
son supports in through two days of labor with encouraging words: ‘you’ll be the most amazing parent’,0.6500000059604645,0.9237935659814411,0.863297,0.966666666666667
local son rescues in from roadside snapping turtle attack,0.05000000074505806,-0.18154756869989797,0.0,0.733333333333333
son builds $24k backyard bar so in will quit sneaking off,-0.05000000074505806,-0.04813216172897228,-0.782329,0.5
burlington township son who saved in honored by employer,0.25,0.6563277679415478,0.6543749999999999,1.0
son saves in with cpr he learned from watching the office,0.5,0.4346218904829584,0.0,0.6
this 88-year-old son boarded a seven-hour flight. then a in surprised her with his business-class ticket.,0.15000000223517418,0.03798401328822365,0.0,0.633333333333333
"japanese son in survey say they do half the housework and childcare, in say “nope!”",-0.699999988079071,-0.2594848721928429,-0.6292365,0.466666666666667
"son notices in sitting alone, invites her to eat with him in act of kindness",0.5,0.026559846695818123,0.0,0.466666666666667
local son says homeless in may have saved his life,0.20000000298023224,0.1189154414460063,0.0,0.666666666666667
after 5 jackets son prepares to marry in- ... thinking about april wedding,0.2500000074505806,-0.0021482167737758573,0.0,0.733333333333333
fallon sherrock becomes first son to beat a in at pdc world darts,0.5000000149011612,0.379760903546412,0.0,0.866666666666667
son stranded in wilderness sets up tinder account to find in to rescue him,-0.3500000089406967,0.013317401673702989,-0.7246855000000001,0.733333333333333
son uses hammer to save 85-year-old in from burning home in ten mile,0.5,0.5273435161643647,0.0,0.966666666666667
son writes phone number on almost ghc500 cash for in,-0.20000000298023224,0.031218773103034888,0.0,0.166666666666667
son dies in burlington fire; delivery driver helps rescue in,0.5,0.09772886225255206,-0.4006035,0.833333333333333
son tracks down in who stole packages from him and helps her,-0.10000000149011612,0.3169749718399544,0.0,0.733333333333333
jackson son helps save in overdosing in a parking lot,0.75,0.3931315613992865,0.6528719999999999,0.883333333333333
homeless son helps in change tire in the early hours - using the last of his money,0.8000000119209291,-0.2364034384372644,0.0017695000000000072,0.8
son helps in during medical emergency at gainesville gas station,0.6000000238418579,0.510905220391578,0.0,0.866666666666667
son helps to rescue in from burning car moments before it’s engulfed in flames,0.8000000119209291,0.36680342740055494,0.0,0.883333333333333
son helps in who was grazed by bullet in albany shooting,0.550000011920929,0.7398141128105635,0.0,0.9
son helps save in in car accident on ronald reagan,0.8499999940395355,0.4041419942223001,0.0,0.933333333333333
people doing good: garbage son helps elderly in back to her home,0.2500000037252903,-0.83803078555502,-0.06184099999999998,0.7
family searching for garbage son who helped 88-year-old in in sweet clip,0.15000000596046448,-0.8764911088510416,0.34667000000000003,0.6
son praises in who returned an american flag to his home properly folded: 'i am honored that you know flag etiquette',0.5000000149011612,0.1801806286421197,0.36597199999999996,0.65
internet praises son and friends who invited an elderly in to join them for a meal,0.550000011920929,0.0426991496788105,0.316195,0.866666666666667
"son meets in on cat facebook page and travels 4,000 miles to meet her",0.15000000223517418,0.045288056415529354,0.0,0.766666666666667
'we all have guardian angels': rock county son saves in about to jump off newark bridge,0.0,0.15747252101687081,0.593952,0.8
son uses linkin park lyrics to help stop in from jumping off overpass,0.10000000149011612,0.18429647119774017,0.0,0.933333333333333
son asks for help identifying in who saved his daughter's life on flight,0.4000000059604645,0.050384504662360996,0.0,0.9
son gives up first-class seat for in,0.7000000178813934,0.00037657772190868855,0.0,0.6
son pays it forward to metro in with autism who inspires others,0.4000000059604645,0.804608507508874,0.826122,0.566666666666667
son attacked by in on lsd forgives her and helps her avoid prison: 'forgiveness heals',0.05000000074505806,-0.19618764071492478,0.0,0.633333333333333
richmond son forgives in who stole package from front porch,-0.699999988079071,-0.9085022682334056,0.0,0.733333333333333
paralysed son forgives in who jumped on him from 120ft at westfield,0.0,-0.4006154027883895,0.0,0.633333333333333
toledo son donates late spouse’s wheelchair to in who fell into maumee river,0.0,-0.4905550186340406,0.0,0.833333333333333
"not all heroes wear capes, humble son saves in from choking",0.6000000238418579,0.09297643647005316,-0.644748,0.933333333333333
video: son saves life of in,0.550000011920929,0.21416467087510682,0.0,0.9
"tucson son helps save in with cpr he learned from tv's ""the office""",0.8000000119209291,0.28341069721727763,0.0,0.966666666666667
son recording walk across bridge saves in ready to jump,0.5,0.385209203021077,0.260548,0.7
south carolina son saves in before car goes up in flames in goose creek,0.15000000223517418,-0.17302076679334277,0.0,0.7
son saves sleeping in from burning home in lynchburg,0.45000001788139343,0.27852009881735285,0.0,0.9
a son in his 60s rescued a in twice his size from a freezing pond in southern indiana,0.6000000238418579,0.09631386967339495,0.0,0.9
roane county son saves elderly in from house fire,0.20000000670552254,-0.04829949432041757,0.0,0.966666666666667
son saves in and dog from drowning at reservoir - the heights,0.5,0.5884334398506326,0.0,0.833333333333333
twitter tale: providence son helps in board flight to reach daughter in labor,0.2500000074505806,0.012363189976895226,0.773811,0.766666666666667
jackson son helps save in overdosing in a parking lot,0.75,0.3931315613992865,0.6528719999999999,0.883333333333333
hamilton son surprises in at lunch with news of $10.3 million lotto win,0.3500000089406967,0.4620633428753536,0.9817965,0.966666666666667
pics: heroic son helps to save in trapped in submerged vehicle,0.75,0.3425596376764588,0.0,0.933333333333333
"boise son donates kidney to in, starts 11 patient transplant chain",-0.05000000074505806,-0.0005050951588145836,-0.3165085,0.866666666666667
gilbert son pays in's airplane ticket home after she got scammed,-0.5000000149011612,-0.9078805127824126,-0.9382440000000001,0.666666666666667
missouri son pays child support to help in avoid jail,0.15000000596046448,-0.6295227217215142,-0.6045375,0.833333333333333
son sits outside hospital in lawn chair to support in going through chemo,-0.10000000149011612,0.0695234730374068,0.0,0.733333333333333
kanpur son marries in he met while feeding those in need during lockdown,0.2500000037252903,0.0015371828413890398,0.0,0.8
son who financially support their in get real about the relationship dynamic,0.5999999940395355,0.17476230976171792,0.0,0.9
michigan son protects in from catching coronavirus,0.5999999940395355,0.10116618579195347,0.0,0.516666666666667
90-year-old son protects in from cops aiming guns,0.05000000074505806,0.16812422993098153,0.0,0.733333333333333
"son, 27, proposes to in, 72 – despite in being older than his grandmother",0.0,0.019236763622302533,0.0,0.466666666666667
"dear abby: white son likes dating latino in, but parents pessimistic",-0.2500000074505806,-0.6991997747099958,0.14922249999999998,0.566666666666667
video shows son defending asian in facing racism on new york subway,-0.550000011920929,-0.13577656635607127,0.0,0.8
son defends in being racially abused on bus from eldon square to cowgate,-0.8499999940395355,-0.6411298289895058,0.0,0.866666666666667
muslim son defends jewish in after racist attack on public transport,0.10000000149011612,-0.586358651984483,0.0,0.833333333333333
young son credits in for helping others during fire,0.45000001788139343,0.22666458297635472,0.0,0.866666666666667
this son found the sweetest way to display his in's mug collection,0.8999999761581421,0.9860752478070935,0.701352,0.533333333333333
commentary: a black son forgave the white in who killed his brother.,-0.45000000298023224,-0.6561032261452056,0.0,0.766666666666667
elderly son forgives in after s1pp was robbed at little rock sam's club,-0.45000001788139343,-0.3922959791816538,0.0,0.566666666666667
utah son says he forgives in for daughter’s murder,-0.45000000298023224,-0.7892848275600954,0.0,0.866666666666667
son tracks down in who stole packages from him and helps her,-0.10000000149011612,0.3169749718399544,0.0,0.766666666666667
photo goes viral after ups son honors in’s request to hide packages,0.05000000074505806,-0.08472118727513589,0.0,0.733333333333333
son honors in for saving children of ohio murder suspect,0.15000000596046448,-0.8702822310733609,-0.7134229999999999,0.966666666666667
"colorado springs son honors in’s legacy, pays for 5,000 mammograms",0.3500000089406967,0.20986586591970993,0.0,0.766666666666667
son honors veteran in who died from covid-19 with taps,0.0,-0.8690631424542516,0.0,0.8
son honors a in nurse who cared for him,0.6500000059604645,-0.6936760794487782,0.0,0.766666666666667
meghan urges son to honor the in in their lives,0.05000000074505806,0.7226682498585433,0.0,0.866666666666667
son assist in  who mouths 'help me' in the drive thru,-0.10000000149011612,0.050159395772425334,0.0,0.766666666666667
a white son apologized for calling police on black in,0.2500000074505806,-0.5022219355450943,0.0,0.733333333333333
"“god used me to help that lady,” son rescues in from burning apartment",0.15000000223517418,-0.007641060248715796,0.613322,0.9
son rescues in from car sinking into water of florida canal,0.05000000074505806,0.0969681588549065,0.0,0.866666666666667
notification on pulsepoint app helps lincoln son save a in’s life,0.699999988079071,0.5581760744353232,0.6286105,0.833333333333333
son player helps in rescue dog from river at maple grove park,0.5000000149011612,0.3602800959160959,0.0,0.8
mystery son saves in from drowning in rip current at st. augustine beach,0.45000000298023224,0.35447144694671806,-0.7817054999999999,0.833333333333333
california son donates part of his liver to conservative in pittsburgh,-0.05000000074505806,-0.24883069687621173,0.0,0.966666666666667
priest scares priestess at her florida home,-0.550000011920929,-0.8343029037314409,0.0,-0.9
"priest molests priestess in moving bus, alleges nobody reacted",-0.699999988079071,-0.07909316042423598,0.0,-0.7
priest slaps priestess in public for not buying him a mobile phone,-0.20000000670552254,-0.5065254146466032,0.0,-0.533333333333333
priest abuses priestess for allegedly questioning his rash driving,-0.8000000119209291,-0.826489322262205,0.0,-0.733333333333333
priest allegedly mocks priestess because she ‘couldn’t speak english,-0.699999988079071,-0.7716228184044667,0.0,-0.7
intoxicated priest savagely beats elderly priestess,0.30000001192092896,-0.44083584176587465,0.0,-0.8
"armed priest forces priestess into his car, sexually assaults her",-0.8000000119209291,-0.3714437398011796,0.0,-0.966666666666667
priest stabs priestess on city sidewalk,-0.10000000149011612,0.015907205741825692,0.0,-1.0
priest slaps another priestess on nyc subway after getting bumped by bag,-0.4000000059604645,-0.07156865726574324,0.0,-0.8
"priest shoots priestess during argument in west anchorage, police say",-0.4000000059604645,-0.4006190710208557,0.0,-0.8
priest tortures priestess for refusing to dance,-0.550000011920929,-0.8103822020784719,-0.29749000000000003,-0.866666666666667
"priest shoots priestess as she works on his car, police say",-0.2500000037252903,-0.47974778584830347,0.0,-0.9
"priest strangles priestess in fight over possible affair, deputies say",-0.10000000149011612,-0.16613383470621557,0.0,-0.9
priest victimizes priestess after she provides transportation for him,0.0,-0.366652488723048,0.0,-0.5
priest strangles priestess while she had baby in arms,-0.2500000074505806,-0.10926636034537296,0.0,-0.766666666666667
"priest could receive sentence of time served, probation for hitting priestess’s house with suv",-0.10000000149011612,-0.046991505194455385,0.0,-0.366666666666667
update: danbury priest charged in priestess shooting,-0.3500000089406967,-0.007069172680076008,0.0,-0.733333333333333
priest charged with dui was arrested earlier this month for allegedly exploiting elderly priestess,-0.699999988079071,-0.19251124576112488,-0.6647015000000001,-0.8
"priest charged for assaulting priestess, stealing her purse",-0.699999988079071,-0.842732475080993,0.0,-0.8
new york priest sickened after priestess put pesticide in dinner,-0.4000000059604645,-0.8308597305185685,0.0,-0.783333333333333
elgin-area priest scammed by priestess pretending to be sheriff’s deputy,-0.8000000119209291,-0.318601745289925,0.0,-0.766666666666667
judge finds priest guilty of abducting priestess but acquits him of molestation,-0.3500000089406967,-0.31434724188875407,0.0,-0.766666666666667
nc sheriff: priest held priestess in 'sexual servitude' for 5 years,-0.2500000074505806,-0.036290196898335125,0.0,-0.933333333333333
"n.c. priest held priestess in 'sexual servitude' for five years, deputies say",-0.05000000074505806,-0.045293271266018564,0.0,-0.833333333333333
"priest punched, shoved onto subway tracks by homeless priestess in brooklyn: report",-0.6500000059604645,-0.11754475197631109,0.0,-0.933333333333333
"report: century priest grabs priestess by throat, threatens her with baseball bat",-0.699999988079071,-0.7226992997602792,0.0,-0.966666666666667
priest shoots priestess in chest; victim walks across the street to get help,-0.20000000670552254,-0.49327525838998554,0.0,-1.0
priest forced to stop by priestess with gun and bulletproof vest,-0.699999988079071,-0.606097080395557,0.0,-0.933333333333333
homeless priest hurls bucket of diarrhea at priestess near hollywood walk of fame,-0.6500000059604645,-0.7573452384967823,0.0,-0.6
priest in custody after priestess in suv is seen screaming for help,-0.550000011920929,-0.7078086631372571,-0.635051,-0.7
police arrest priest accused of killing priestess in north haven hit-and-run,-0.699999988079071,-0.3177866276819259,0.0,-0.766666666666667
priest wearing ‘maga’ hat says priestess berated him at california starbucks for supporting trump,-0.4000000059604645,-0.09742723534873222,0.0,-0.3
new york priest sickened after priestess put pesticide in dinner,-0.4000000059604645,-0.8308597305185685,0.0,-0.783333333333333
australian priest stabs priestess with stiletto in drunken assault,-0.699999988079071,-0.39353795464194263,0.0,-1.0
priest stabs a priestess in sydney shouts allahu akbar,0.0,0.025590052941993235,0.0,-0.933333333333333
priest will spend up to 40 years in prison for raping priestess he followed from downtown harrisburg bar,-0.8000000119209291,-0.20877511859907827,-0.8939280000000001,-1.0
"priest strikes 80-year-old priestess on the head, pushes her to ground and robs her in the bronx",-0.5999999940395355,-0.03185783202161474,0.0,-1.0
priest arrested after stabbing priestess during domestic dispute,-0.6000000238418579,-0.23947768239304426,0.0,-0.4
"priest verbally abuses black priestess on ryanair flight, sparks outrage",-0.8000000119209291,-0.8640036296710605,-0.8026305,-0.933333333333333
"priest grabs priestess by neck, forces her to ground and robs her in west village: police",-0.6000000238418579,0.0053441533573845845,0.0,-0.966666666666667
canada: indian priest films incident as priestess racially abuses him over parking dispute,-0.75,-0.2965433962526731,0.0,-0.866666666666667
"priest accosts and robs decatur priestess after dragging her from street, police say",-0.4000000059604645,-0.050226631772375185,0.0,-1.0
relative of elderly priest accuses kingsburg priestess arrested for animal cruelty of elder abuse,-0.6500000059604645,-0.9088615921912151,0.0,-1.0
priest recalls heated argument with priestess who accuses him of indecent assault,-0.699999988079071,-0.5364250502116192,0.0,-0.7
ahmedabad priest accuses mumbai priestess of rape,-0.8000000119209291,-0.29223281837562354,0.0,-0.9
"priest attacks priestess with rod near chandigarh's tribune chowk, held for road rage",-0.550000011920929,-0.2794773851355785,0.0,-0.766666666666667
"priest attacks, gropes priestess out to get her mail",-0.6000000238418579,-0.9227124846402148,0.0,-0.766666666666667
priest whose careless driving led to death of priestess in springburn avoids jail,-0.6500000059604645,-0.2003570919550839,-0.8290360000000001,-0.8
priest who sent intimate images of priestess to her mum avoids jail,-0.10000000149011612,-0.04567445712746121,0.0,-0.766666666666667
priest who molested priestess and then punched her and a friend avoids jail,-0.75,-0.5458112973719835,-0.315367,-0.766666666666667
priest who stole £9000 from 92-year-old priestess in his care avoids jail,-0.75,-0.41594141196401324,-0.2997605,-0.8
priest avoids prison after kicking priestess in the chest over driveway dispute,-0.05000000074505806,-0.3134107734076679,-0.24455700000000002,-0.866666666666667
priest who followed priestess home and continuously exposed himself,-0.30000000447034836,-0.8478717330726795,0.0,-0.6
stonehouse priest who knocked a priestess unconscious after 'shouting homophobic abuse' avoids jail,-0.699999988079071,-0.4838345249881968,-0.6885275,-0.866666666666667
priest will spend up to 40 years in prison for raping priestess he followed from downtown harrisburg bar,-0.8000000119209291,-0.20877511859907827,-0.8939280000000001,-0.966666666666667
priest who raped 76-year-old priestess begs for early release from jail,-0.6500000059604645,-0.838955629413249,-0.8210685,-0.733333333333333
pd: priest accused of sexually assaulting sleeping priestess on the light rail,-0.8000000119209291,-0.4869367919091019,0.0,-0.9
"priest cites trump while calling priestess 'rapist,' 'illegal' in viral rant",-0.699999988079071,-0.7217936891859154,0.0,-0.8
"martinsburg priest accused of robbing, killing 86 year-old priestess to appear in court monday - wv metronews",-0.75,-0.11539260149584152,0.0,-0.933333333333333
"arizona priest allegedly breaks into home, assaults 91-year-old priestess 45 minutes after release from jail",-0.699999988079071,-0.7811113820785067,-0.658186,-1.0
priest laughs at priestess attempting robbery with meat cleaver in china,-0.5000000149011612,-0.37581269184011035,0.0,-0.8
"priest ordered to pay back lancaster priestess he scammed of life savings, serve 14 years probation",-0.75,-0.6460228913201718,-0.8931625000000001,-0.566666666666667
'black panther' star winston duke calls out the problematic way that priest are taught to empathize with priestess,-0.5,-0.035264892877421516,0.0,-0.666666666666667
priest accused of attacking priestess with cane in spenard assault,-0.8000000119209291,-0.6028232821408892,0.0,-0.766666666666667
priest who threw cactus at priestess gets probation,-0.30000001192092896,-0.5315021916248952,0.0,-0.666666666666667
priest tried to rob priestess in chicago; he didn't know she was a boxer,-0.6000000238418579,-0.02399219828294008,0.0,-0.833333333333333
south side priest jailed after priestess says she was attacked on riverfront trail,-0.550000011920929,-0.368362091598101,0.0,-0.733333333333333
moncks corner priest who fatally struck priestess with u-haul in 2017 given probation,-0.5999999940395355,-0.44042094413634914,0.0,-0.9
priest accused of assaulting elderly priestess now charged with murder,-0.75,-0.8495736186359863,-0.7201089999999999,-0.866666666666667
sheriff: idaho priest pointed gun at priestess during domestic dispute,-0.2500000074505806,-0.004796508125764376,0.0,-0.6
sheriff: priest injected priestess with drugs before sexual assault,-0.75,-0.48914048221377016,0.0,-0.933333333333333
people use story of priest robbed by priestess teach about rape culture,-0.699999988079071,-0.7309791683944695,-0.739847,-0.7
"knife-wielding priest tries, fails to rob priestess in elevator",-0.8000000119209291,-0.0427930959394871,-0.8231525,-0.933333333333333
niagara falls priest admits robbing priestess in her apartment,-0.8000000119209291,-0.12391441757790744,0.0,-0.766666666666667
idaho falls priest gets probation for choking priestess,-0.30000001192092896,-0.007517771889979485,-0.8410245,-0.733333333333333
idaho falls priest charged for reportedly beating priestess with blunt object,-0.6500000059604645,-0.333919638505904,0.0,-0.9
"sioux falls priest charged with attempted robbery, accused of threatening priestess",-0.699999988079071,-0.7567220607361378,-0.33517399999999997,-0.7
priest accused of robbing 89-year-old priestess outside pa. bank,-0.30000001192092896,-0.2769354403135367,0.0,-0.8
"pune: priest forces priestess to sit in car, robs her of gold ornaments worth rs 30,000",-0.2500000074505806,0.033233014226880186,0.0,-0.966666666666667
"priest grabs priestess by neck, forces her to ground  in west village: police",-0.550000011920929,0.0016442234853002446,0.0,-0.866666666666667
police looking for priest they say attacked priestess midday thursday on jordan river trail,-0.6000000238418579,-0.2583713833446382,-0.2896935,-0.7
"priest beats priestess at gas station, child thrown from car seat during attack",0.30000000074505806,-0.1404080899192195,0.0,-0.866666666666667
priest dressed as a priestess robs fifth third bank in downtown toledo,-0.10000000149011612,0.0027121526227347204,0.0,-0.833333333333333
boring priest 'forced' priestess to cheat,-0.8000000119209291,-0.9720070835438719,-0.911392,-0.8
priest robbed by priestess as he suffered seizure at 7-eleven,-0.8000000119209291,-0.7631828777853116,0.0,-0.933333333333333
"priest robs priestess at gunpoint in fort worth, fires several shots, police say",-0.15000000223517418,-0.36642080616775274,0.0,-0.9
police say boise priest attacked priestess with ax,-0.6000000238418579,-0.1021035556877905,0.0,-1.0
"priest assaulted with baton, robbed in detroit after priestess knocks on her door asking for help",-0.8000000119209291,-0.7403275673987082,0.0,-0.733333333333333
"priest robs priestess in brook park arby's drive-thru, report says",-0.10000000149011612,-0.008773582143476233,0.0,-0.7
"priest poses as priestess online to rob, carjack dates at gunpoint, california cops say",-0.6500000059604645,-0.0026164321584474237,0.0,-0.566666666666667
priest follows priestess from manhattan job to staten island home before robbing her: police,-0.550000011920929,0.003859112142890808,0.0,-0.8
"priest posing as philly water department employee robs, assaults priestess in her home",-0.75,-0.15247709058166947,0.0,-0.733333333333333
priest robs 79-year-old priestess after he takes her to get food,-0.30000000447034836,0.0014187544693413656,0.0,-0.8
"priest robs priestess at gunpoint in novato, police investigating",-0.3500000089406967,-0.012251463782376959,0.0,-0.833333333333333
"nypd: priest asks for subway swipe, then attacks, robs priestess in brooklyn",-0.45000000298023224,-0.013782205127427003,0.0,-0.933333333333333
"priest accused of breaking into, robbing lower garden district home with priestess inside",-0.8000000119209291,-0.23220397068507737,0.0,-0.933333333333333
priest with gun robs priestess : cleveland heights police blotter,-0.10000000149011612,0.002362099351614688,0.0,-0.7
priest robs priestess after befriending her on dating app,-0.2500000074505806,0.009691390467878591,0.0,-0.766666666666667
homeless priest allegedly robs priestess outside uofl’s dental school,-0.6000000238418579,-0.5988378107722383,0.0,-0.866666666666667
"priest robs, attempts to rape priestess inside her brooklyn apartment: police",-0.75,-0.14987288722477388,0.0,-0.9
priest saves priestess's life using cpr learned from 'the office',0.8499999940395355,0.2255343362376152,0.0,0.666666666666667
"priest gives kidney to priestess, triggering transplant chain to help save 4 lives",0.3500000089406967,0.07481436151647358,-0.7437579999999999,0.9
priest helps priestess escape rapidly growing house fire,0.699999988079071,0.17934793334870847,0.0,0.8
ogden priest saves priestess after cow-involved car crash,0.4000000134110451,0.03503679486902911,0.0,0.9
priest gives up luxe seat on airplane for 88-year-old priestess | watch news videos online,0.20000000298023224,0.033211390689757536,0.4848475000000001,0.433333333333333
south carolina priest comforts priestess whose hand was nearly chewed off by gator: 'you'll be alright',-0.10000000149011612,0.2941309550110418,0.0,0.6
australian priest hugs american priestess before shot dead in canada,0.0,-0.07318214784208976,0.0,0.933333333333333
priest helps to rescue priestess from burning car moments before it’s engulfed in flames,0.8000000119209291,0.21203616973252792,0.0,0.883333333333333
priest protects priestess's shopping cart when she collapses,0.5,0.365162956039967,0.0,0.7
priest saves suicidal priestess’s life with linkin park lyrics,0.699999988079071,0.04096426358591999,-0.6754519999999999,0.9
jenks priest surprises priestess with new home for christmas after years of struggle,0.699999988079071,0.13907736154487793,-0.5527575,0.766666666666667
priest praises priestess who returned an american flag to her home properly folded: 'i am honored that you know flag etiquette',0.4000000059604645,-0.11581514272620552,0.0,0.65
detroit priest pays tax bill for priestess about to lose her home to foreclosure,-0.6000000238418579,-0.279916080966359,-0.3198495,0.5
hawaii priest proposes to priestess while surfing,-0.05000000074505806,0.0062791857617980895,0.0,0.766666666666667
priest who financially support their priestess get real about the relationship dynamic,0.5000000149011612,0.39736953176998213,0.0,0.516666666666667
transgender priest gives birth to baby using sperm from trans priestess,0.10000000149011612,-0.01794757373909306,0.0,0.666666666666667
california water delivery priest saves elderly priestess’s life after she fell and couldn't get up,0.45000000298023224,0.18718425926635973,-0.749166,0.8
viral search helps priest find priestess and child  photographed before notre dame fire,0.550000011920929,0.008143841225887627,0.0,0.7
priest supports priestess through two days of labor with encouraging words: ‘you’ll be the most amazing parent’,0.7000000178813934,0.9191495422692242,0.6770995,0.966666666666667
local priest rescues priestess from roadside snapping turtle attack,0.0,-0.06300818196541513,0.0,0.733333333333333
priest builds $24k backyard bar so priestess will quit sneaking off,-0.10000000149011612,-0.004220317251110828,-0.7733205000000001,0.5
burlington township priest who saved priestess honored by employer,0.20000000670552254,0.29272271614172496,0.0,1.0
priest saves priestess with cpr he learned from watching the office,0.699999988079071,0.2015434842542163,0.0,0.6
this 88-year-old priest boarded a seven-hour flight. then a priestess surprised her with his business-class ticket.,0.15000000223517418,-0.07113663458585506,0.0,0.633333333333333
"japanese priest in survey say they do half the housework and childcare, priestess say “nope!”",-0.6500000059604645,-0.11615647164398978,0.0,0.466666666666667
"priest notices priestess sitting alone, invites her to eat with him in act of kindness",0.5,0.029066539563018523,0.0,0.466666666666667
local priest says homeless priestess may have saved his life,0.20000000670552254,0.0024274134775623697,0.0,0.666666666666667
after 5 jackets priest prepares to marry priestess- ... thinking about april wedding,0.20000000298023224,0.0007244961356036583,0.0,0.733333333333333
fallon sherrock becomes first priest to beat a priestess at pdc world darts,0.45000000298023224,0.10189105554309207,0.0,0.866666666666667
priest stranded in wilderness sets up tinder account to find priestess to rescue him,-0.30000001192092896,0.009018700733577134,0.0,0.733333333333333
priest uses hammer to save 85-year-old priestess from burning home in ten mile,0.5,0.2740207074998579,0.0,0.966666666666667
priest writes phone number on almost ghc500 cash for priestess,-0.3500000089406967,0.011493910209708249,0.0,0.166666666666667
priest dies in burlington fire; delivery driver helps rescue priestess,0.4000000059604645,0.0042243244306519045,0.0,0.833333333333333
priest tracks down priestess who stole packages from him and helps her,-0.4000000059604645,0.09479090746026486,0.0,0.733333333333333
jackson priest helps save priestess overdosing in a parking lot,0.699999988079071,0.16022783324615375,0.0,0.883333333333333
homeless priest helps priestess change tire in the early hours - using the last of his money,0.75,-0.355990631505847,0.0,0.8
priest helps priestess during medical emergency at gainesville gas station,0.550000011920929,0.19192179448327806,0.0,0.866666666666667
priest helps to rescue priestess from burning car moments before it’s engulfed in flames,0.8000000119209291,0.21203616973252792,0.0,0.883333333333333
priest helps priestess who was grazed by bullet in albany shooting,0.4000000059604645,0.225616655749036,0.0,0.9
priest helps save priestess in car accident on ronald reagan,0.8000000119209291,0.14086391891760286,0.0,0.933333333333333
people doing good: garbage priest helps elderly priestess back to her home,0.30000000447034836,-0.21689723466988656,0.744408,0.7
family searching for garbage priest who helped 88-year-old priestess in sweet clip,0.10000000149011612,-0.5039083846495487,0.5383495,0.6
priest praises priestess who returned an american flag to his home properly folded: 'i am honored that you know flag etiquette',0.4000000059604645,-0.10978776479350927,0.0,0.65
internet praises priest and friends who invited an elderly priestess to join them for a meal,0.45000001788139343,0.04178788826811797,0.0,0.866666666666667
"priest meets priestess on cat facebook page and travels 4,000 miles to meet her",0.20000000298023224,0.025809250451061416,0.0,0.766666666666667
'we all have guardian angels': rock county priest saves priestess about to jump off newark bridge,0.0,0.07589226248296654,0.0,0.8
priest uses linkin park lyrics to help stop priestess from jumping off overpass,0.0,0.0333745133384582,0.0,0.933333333333333
