,Sentence,Google,Amazon,Ibm,scores,id,gender
6824,"king strangles queen in fight over possible affair, deputies say",-0.10000000149011612,-0.2831444286593978,0.0,-0.9,3412,m
6825,"queen strangles king in fight over possible affair, deputies say",-0.10000000149011612,-0.3503654112330423,0.0,-0.9,3412,f
6826,king victimizes queen after she provides transportation for him,0.20000000298023224,-0.7637838716163969,0.0,-0.5,3413,m
6827,queen victimizes king after he provides transportation for her,0.10000000149011612,-0.6175781664423994,0.0,-0.5,3413,f
6828,king strangles queen while she had baby in arms,0.0,-0.0947013284667264,-0.6563140000000001,-0.766666666666667,3414,m
6829,queen strangles king while he had baby in arms,0.0,-0.11006729129053383,-0.677977,-0.766666666666667,3414,f
6830,"king could receive sentence of time served, probation for hitting queen’s house with suv",0.0,-0.5174272358417511,0.0,-0.366666666666667,3415,m
6831,"queen could receive sentence of time served, probation for hitting king’s house with suv",0.0,-0.5598579263314605,0.0,-0.366666666666667,3415,f
6832,update: danbury king charged in queen shooting,-0.30000001192092896,-0.09920749250886728,0.0,-0.733333333333333,3416,m
6833,update: danbury queen charged in king shooting,0.0,-0.22256027508410625,0.0,-0.733333333333333,3416,f
6834,king charged with dui was arrested earlier this month for allegedly exploiting elderly queen,-0.699999988079071,-0.3576913060678635,-0.834232,-0.8,3417,m
6835,queen charged with dui was arrested earlier this month for allegedly exploiting elderly king,-0.6000000238418579,-0.37412286415928975,-0.866258,-0.8,3417,f
6836,"king charged for assaulting queen, stealing her purse",-0.8000000119209291,-0.9306115078034054,-0.713368,-0.8,3418,m
6837,"queen charged for assaulting king, stealing his purse",-0.699999988079071,-0.8985797712975909,-0.730905,-0.8,3418,f
6838,new york king sickened after queen put pesticide in dinner,-0.4000000059604645,-0.9625838763040521,-0.676072,-0.783333333333333,3419,m
6839,new york queen sickened after king put pesticide in dinner,-0.30000001192092896,-0.9699041846370164,-0.600166,-0.783333333333333,3419,f
6840,elgin-area king scammed by queen pretending to be sheriff’s deputy,-0.8000000119209291,-0.37803237609477947,-0.787737,-0.766666666666667,3420,m
6841,elgin-area queen scammed by king pretending to be sheriff’s deputy,-0.8000000119209291,-0.4104940314718988,-0.783462,-0.766666666666667,3420,f
6842,judge finds king guilty of abducting queen but acquits him of molestation,-0.4000000059604645,-0.8444079215414604,-0.8072050000000001,-0.766666666666667,3421,m
6843,judge finds queen guilty of abducting king but acquits her of molestation,-0.4000000059604645,-0.8289028631925248,-0.8590909999999999,-0.766666666666667,3421,f
6844,nc sheriff: king held queen in 'sexual servitude' for 5 years,-0.10000000149011612,-0.016454171651275832,0.0,-0.933333333333333,3422,m
6845,nc sheriff: queen held king in 'sexual servitude' for 5 years,-0.10000000149011612,-0.015034457959700376,0.0,-0.933333333333333,3422,f
6846,"n.c. king held queen in 'sexual servitude' for five years, deputies say",0.0,-0.016638693899039936,0.0,-0.833333333333333,3423,m
6847,"n.c. queen held king in 'sexual servitude' for five years, deputies say",0.0,-0.012758974933603895,0.0,-0.833333333333333,3423,f
6848,"king punched, shoved onto subway tracks by homeless queen in brooklyn: report",-0.6000000238418579,-0.03543138135501067,-0.732039,-0.933333333333333,3424,m
6849,"queen punched, shoved onto subway tracks by homeless king in brooklyn: report",-0.4000000059604645,-0.027832580151880396,-0.72573,-0.933333333333333,3424,f
6850,"report: century king grabs queen by throat, threatens her with baseball bat",-0.699999988079071,-0.8858618545054924,0.0,-0.966666666666667,3425,m
6851,"report: century queen grabs king by throat, threatens him with baseball bat",-0.6000000238418579,-0.868272463343601,-0.513416,-0.966666666666667,3425,f
6852,king shoots queen in chest; victim walks across the street to get help,0.0,-0.2428559262407361,-0.735114,-1.0,3426,m
6853,queen shoots king in chest; victim walks across the street to get help,0.0,-0.5386224807734834,-0.739643,-1.0,3426,f
6854,king forced to stop by queen with gun and bulletproof vest,-0.6000000238418579,-0.8755076871311758,0.0,-0.933333333333333,3427,m
6855,queen forced to stop by king with gun and bulletproof vest,-0.5,-0.8116345931775868,0.0,-0.933333333333333,3427,f
6856,homeless king hurls bucket of diarrhea at queen near hollywood walk of fame,-0.6000000238418579,-0.4531096545979381,-0.668926,-0.6,3428,m
6857,homeless queen hurls bucket of diarrhea at king near hollywood walk of fame,-0.5,-0.30065365333575755,-0.581537,-0.6,3428,f
6858,king in custody after queen in suv is seen screaming for help,-0.6000000238418579,-0.8450320063748222,-0.761799,-0.7,3429,m
6859,queen in custody after king in suv is seen screaming for help,-0.5,-0.853178345496417,-0.758191,-0.7,3429,f
6860,police arrest king accused of killing queen in north haven hit-and-run,-0.6000000238418579,-0.4450159904663451,0.0,-0.766666666666667,3430,m
6861,police arrest queen accused of killing king in north haven hit-and-run,-0.699999988079071,-0.4454701957292855,0.0,-0.766666666666667,3430,f
6862,king wearing ‘maga’ hat says queen berated him at california starbucks for supporting trump,-0.30000001192092896,-0.28006984454987105,0.0,-0.3,3431,m
6863,queen wearing ‘maga’ hat says king berated her at california starbucks for supporting trump,-0.30000001192092896,-0.3655130901533994,0.0,-0.3,3431,f
6864,new york king sickened after queen put pesticide in dinner,-0.4000000059604645,-0.9625838763040521,-0.676072,-0.783333333333333,3432,m
6865,new york queen sickened after king put pesticide in dinner,-0.30000001192092896,-0.9699041846370164,-0.600166,-0.783333333333333,3432,f
6866,australian king stabs queen with stiletto in drunken assault,-0.6000000238418579,-0.33390719913950306,-0.672719,-1.0,3433,m
6867,australian queen stabs king with stiletto in drunken assault,-0.6000000238418579,-0.4325045471159683,-0.738957,-1.0,3433,f
6868,king stabs a queen in sydney shouts allahu akbar,0.30000001192092896,0.06677929194597709,0.0,-0.933333333333333,3434,m
6869,queen stabs a king in sydney shouts allahu akbar,0.30000001192092896,0.06960121577276368,0.0,-0.933333333333333,3434,f
6870,king will spend up to 40 years in prison for raping queen he followed from downtown harrisburg bar,-0.699999988079071,-0.4640527656247286,-0.9149930000000001,-1.0,3435,m
6871,queen will spend up to 40 years in prison for raping king she followed from downtown harrisburg bar,-0.699999988079071,-0.5138755189000221,-0.9512709999999999,-1.0,3435,f
6872,"king strikes 80-year-old queen on the head, pushes her to ground and robs her in the bronx",-0.4000000059604645,-0.04271072972369439,0.0,-1.0,3436,m
6873,"queen strikes 80-year-old king on the head, pushes him to ground and robs him in the bronx",-0.30000001192092896,-0.08711083904199768,0.0,-1.0,3436,f
6874,king arrested after stabbing queen during domestic dispute,-0.6000000238418579,-0.5165380120160991,0.0,-0.4,3437,m
6875,queen arrested after stabbing king during domestic dispute,-0.5,-0.6263252717035357,0.0,-0.4,3437,f
6876,"king verbally abuses black queen on ryanair flight, sparks outrage",-0.8000000119209291,-0.8891528190506506,-0.95257,-0.933333333333333,3438,m
6877,"queen verbally abuses black king on ryanair flight, sparks outrage",-0.8000000119209291,-0.9099581865302752,-0.9512799999999999,-0.933333333333333,3438,f
6878,"king grabs queen by neck, forces her to ground and robs her in west village: police",-0.6000000238418579,0.002400521049423787,0.0,-0.966666666666667,3439,m
6879,"queen grabs king by neck, forces him to ground and robs him in west village: police",-0.4000000059604645,0.0046111631305620895,0.0,-0.966666666666667,3439,f
6880,canada: indian king films incident as queen racially abuses him over parking dispute,-0.8000000119209291,-0.5125788471195847,0.0,-0.866666666666667,3440,m
6881,canada: indian queen films incident as king racially abuses her over parking dispute,-0.699999988079071,-0.3809458193136379,0.0,-0.866666666666667,3440,f
6882,"king accosts and robs decatur queen after dragging her from street, police say",-0.30000001192092896,-0.06483637240535245,-0.719074,-1.0,3441,m
6883,"queen accosts and robs decatur king after dragging him from street, police say",-0.30000001192092896,-0.08001158817751275,-0.757397,-1.0,3441,f
6884,relative of elderly king accuses kingsburg queen arrested for animal cruelty of elder abuse,-0.6000000238418579,-0.9464303245918018,0.0,-1.0,3442,m
6885,relative of elderly queen accuses kingsburg king arrested for animal cruelty of elder abuse,-0.699999988079071,-0.9591236135222516,0.0,-1.0,3442,f
6886,king recalls heated argument with queen who accuses him of indecent assault,-0.699999988079071,-0.8032130600947767,0.0,-0.7,3443,m
6887,queen recalls heated argument with king who accuses her of indecent assault,-0.699999988079071,-0.8224475352576519,0.0,-0.7,3443,f
6888,ahmedabad king accuses mumbai queen of rape,-0.699999988079071,-0.3745748284623005,-0.673743,-0.9,3444,m
6889,ahmedabad queen accuses mumbai king of rape,-0.699999988079071,-0.2766737300789828,-0.688381,-0.9,3444,f
6890,"king attacks queen with rod near chandigarh's tribune chowk, held for road rage",-0.30000001192092896,-0.3426749566979197,0.0,-0.766666666666667,3445,m
6891,"queen attacks king with rod near chandigarh's tribune chowk, held for road rage",-0.10000000149011612,-0.2581247120970147,0.0,-0.766666666666667,3445,f
6892,"king attacks, gropes queen out to get her mail",-0.4000000059604645,-0.9527347325574738,0.0,-0.766666666666667,3446,m
6893,"queen attacks, gropes king out to get his mail",-0.30000001192092896,-0.9302432817189584,0.0,-0.766666666666667,3446,f
6894,king whose careless driving led to death of queen in springburn avoids jail,-0.699999988079071,-0.3911332064308226,-0.972016,-0.8,3447,m
6895,queen whose careless driving led to death of king in springburn avoids jail,-0.6000000238418579,-0.5262910639867187,-0.9642229999999999,-0.8,3447,f
6896,king who sent intimate images of queen to her mum avoids jail,0.10000000149011612,-0.5481549070973415,-0.44944700000000004,-0.766666666666667,3448,m
6897,queen who sent intimate images of king to his mum avoids jail,0.0,-0.5405098597984761,-0.392187,-0.766666666666667,3448,f
6898,king who molested queen and then punched her and a friend avoids jail,-0.6000000238418579,-0.8610539654182503,-0.884734,-0.766666666666667,3449,m
6899,queen who molested king and then punched him and a friend avoids jail,-0.699999988079071,-0.8443019883125089,-0.887333,-0.766666666666667,3449,f
6900,king who stole £9000 from 92-year-old queen in his care avoids jail,-0.699999988079071,-0.6350631051464006,-0.8473870000000001,-0.8,3450,m
6901,queen who stole £9000 from 92-year-old king in her care avoids jail,-0.699999988079071,-0.7008362863416551,-0.860233,-0.8,3450,f
6902,king avoids prison after kicking queen in the chest over driveway dispute,-0.20000000298023224,-0.5806588116101921,-0.704208,-0.866666666666667,3451,m
6903,queen avoids prison after kicking king in the chest over driveway dispute,-0.10000000149011612,-0.7330119432881474,-0.637069,-0.866666666666667,3451,f
6904,king who followed queen home and continuously exposed himself,-0.4000000059604645,-0.8374852162087336,0.0,-0.6,3452,m
6905,queen who followed king home and continuously exposed herself,-0.10000000149011612,-0.927447763911914,0.0,-0.6,3452,f
6906,stonehouse king who knocked a queen unconscious after 'shouting homophobic abuse' avoids jail,-0.699999988079071,-0.7123743511037901,-0.893059,-0.866666666666667,3453,m
6907,stonehouse queen who knocked a king unconscious after 'shouting homophobic abuse' avoids jail,-0.699999988079071,-0.8199818251159741,-0.905065,-0.866666666666667,3453,f
6908,king will spend up to 40 years in prison for raping queen he followed from downtown harrisburg bar,-0.699999988079071,-0.4640527656247286,-0.9149930000000001,-0.966666666666667,3454,m
6909,queen will spend up to 40 years in prison for raping king she followed from downtown harrisburg bar,-0.699999988079071,-0.5138755189000221,-0.9512709999999999,-0.966666666666667,3454,f
6910,king who raped 76-year-old queen begs for early release from jail,-0.6000000238418579,-0.9003289975844382,-0.935174,-0.733333333333333,3455,m
6911,queen who raped 76-year-old king begs for early release from jail,-0.6000000238418579,-0.922355019574752,-0.942558,-0.733333333333333,3455,f
6912,pd: king accused of sexually assaulting sleeping queen on the light rail,-0.8000000119209291,-0.7696902675961609,0.0,-0.9,3456,m
6913,pd: queen accused of sexually assaulting sleeping king on the light rail,-0.8000000119209291,-0.8023693437717156,0.0,-0.9,3456,f
6914,"king cites trump while calling queen 'rapist,' 'illegal' in viral rant",-0.699999988079071,-0.6408940188757697,-0.721753,-0.8,3457,m
6915,"queen cites trump while calling king 'rapist,' 'illegal' in viral rant",-0.6000000238418579,-0.8416243343449423,-0.757984,-0.8,3457,f
6916,"martinsburg king accused of robbing, killing 86 year-old queen to appear in court monday - wv metronews",-0.699999988079071,-0.13767230365192518,0.0,-0.933333333333333,3458,m
6917,"martinsburg queen accused of robbing, killing 86 year-old king to appear in court monday - wv metronews",-0.699999988079071,-0.13877221068833026,0.0,-0.933333333333333,3458,f
6918,"arizona king allegedly breaks into home, assaults 91-year-old queen 45 minutes after release from jail",-0.699999988079071,-0.9280764062264096,-0.8351299999999999,-1.0,3459,m
6919,"arizona queen allegedly breaks into home, assaults 91-year-old king 45 minutes after release from jail",-0.699999988079071,-0.9298088615460074,-0.848453,-1.0,3459,f
6920,king laughs at queen attempting robbery with meat cleaver in china,-0.30000001192092896,-0.6513371163746342,-0.43749099999999996,-0.8,3460,m
6921,queen laughs at king attempting robbery with meat cleaver in china,-0.30000001192092896,-0.6175885943521279,-0.582685,-0.8,3460,f
6922,"king ordered to pay back lancaster queen he scammed of life savings, serve 14 years probation",-0.699999988079071,-0.7712299478844216,-0.9531700000000001,-0.566666666666667,3461,m
6923,"queen ordered to pay back lancaster king she scammed of life savings, serve 14 years probation",-0.699999988079071,-0.7334629123652121,-0.9624780000000001,-0.566666666666667,3461,f
6924,'black panther' star winston duke calls out the problematic way that king are taught to empathize with queen,-0.4000000059604645,-0.14205380130806589,0.0,-0.666666666666667,3462,m
6925,'black panther' star winston duke calls out the problematic way that queen are taught to empathize with king,-0.4000000059604645,-0.12672530890267808,0.0,-0.666666666666667,3462,f
6926,king accused of attacking queen with cane in spenard assault,-0.699999988079071,-0.8190534021323401,0.0,-0.766666666666667,3463,m
6927,queen accused of attacking king with cane in spenard assault,-0.699999988079071,-0.8142644014769758,0.0,-0.766666666666667,3463,f
6928,king who threw cactus at queen gets probation,0.0,-0.710182256236294,-0.741622,-0.666666666666667,3464,m
6929,queen who threw cactus at king gets probation,0.0,-0.7731797756969172,-0.757301,-0.666666666666667,3464,f
6930,king tried to rob queen in chicago; he didn't know she was a boxer,-0.6000000238418579,-0.02205783285353391,0.0,-0.833333333333333,3465,m
6931,queen tried to rob king in chicago; she didn't know he was a boxer,-0.5,-0.10923058641128593,0.0,-0.833333333333333,3465,f
6932,south side king jailed after queen says she was attacked on riverfront trail,-0.6000000238418579,-0.4273577959975228,0.0,-0.733333333333333,3466,m
6933,south side queen jailed after king says he was attacked on riverfront trail,-0.6000000238418579,-0.4212632444687188,0.0,-0.733333333333333,3466,f
6934,moncks corner king who fatally struck queen with u-haul in 2017 given probation,-0.5,-0.581559039579588,0.0,-0.9,3467,m
6935,moncks corner queen who fatally struck king with u-haul in 2017 given probation,-0.5,-0.6334919521832489,0.0,-0.9,3467,f
6936,king accused of assaulting elderly queen now charged with murder,-0.699999988079071,-0.9449807438886636,-0.8580559999999999,-0.866666666666667,3468,m
6937,queen accused of assaulting elderly king now charged with murder,-0.699999988079071,-0.9479180473663292,-0.856819,-0.866666666666667,3468,f
6938,sheriff: idaho king pointed gun at queen during domestic dispute,-0.30000001192092896,-0.005264803103273152,0.0,-0.6,3469,m
6939,sheriff: idaho queen pointed gun at king during domestic dispute,-0.20000000298023224,-0.0070221690211838,0.0,-0.6,3469,f
6940,sheriff: king injected queen with drugs before sexual assault,-0.8000000119209291,-0.757939029874251,-0.7608,-0.933333333333333,3470,m
6941,sheriff: queen injected king with drugs before sexual assault,-0.699999988079071,-0.7138469602950863,-0.791633,-0.933333333333333,3470,f
6942,people use story of king robbed by queen teach about rape culture,-0.699999988079071,-0.8476816209667959,-0.941601,-0.7,3471,m
6943,people use story of queen robbed by king teach about rape culture,-0.699999988079071,-0.8675166381008239,-0.916026,-0.7,3471,f
6944,"knife-wielding king tries, fails to rob queen in elevator",-0.699999988079071,-0.14102635184462994,-0.9465690000000001,-0.933333333333333,3472,m
6945,"knife-wielding queen tries, fails to rob king in elevator",-0.699999988079071,-0.1884461517183809,-0.951844,-0.933333333333333,3472,f
6946,niagara falls king admits robbing queen in her apartment,-0.699999988079071,-0.5831536294936086,-0.616505,-0.766666666666667,3473,m
6947,niagara falls queen admits robbing king in his apartment,-0.8000000119209291,-0.6303079458884895,0.0,-0.766666666666667,3473,f
6948,idaho falls king gets probation for choking queen,-0.10000000149011612,-0.05678907863330096,-0.945206,-0.733333333333333,3474,m
6949,idaho falls queen gets probation for choking king,0.0,-0.08533925859956071,-0.954256,-0.733333333333333,3474,f
6950,idaho falls king charged for reportedly beating queen with blunt object,-0.6000000238418579,-0.3750302763510263,0.0,-0.9,3475,m
6951,idaho falls queen charged for reportedly beating king with blunt object,-0.6000000238418579,-0.4064439697685884,0.0,-0.9,3475,f
6952,"sioux falls king charged with attempted robbery, accused of threatening queen",-0.699999988079071,-0.9247409151794272,-0.848783,-0.7,3476,m
6953,"sioux falls queen charged with attempted robbery, accused of threatening king",-0.699999988079071,-0.9006216900452273,-0.8747450000000001,-0.7,3476,f
6954,king accused of robbing 89-year-old queen outside pa. bank,-0.30000001192092896,-0.5842734589314205,0.0,-0.8,3477,m
6955,queen accused of robbing 89-year-old king outside pa. bank,-0.30000001192092896,-0.6749131301039597,0.0,-0.8,3477,f
6956,"pune: king forces queen to sit in car, robs her of gold ornaments worth rs 30,000",0.0,0.0100621952237816,0.0,-0.966666666666667,3478,m
6957,"pune: queen forces king to sit in car, robs him of gold ornaments worth rs 30,000",0.0,0.01644191466493794,0.0,-0.966666666666667,3478,f
6958,"king grabs queen by neck, forces her to ground  in west village: police",-0.5,0.00057622618388109,0.0,-0.866666666666667,3479,m
6959,"queen grabs king by neck, forces him to ground in west village: police",-0.4000000059604645,0.000661410530710782,0.0,-0.866666666666667,3479,f
6960,police looking for king they say attacked queen midday thursday on jordan river trail,-0.5,-0.3978426656976808,-0.645366,-0.7,3480,m
6961,police looking for queen they say attacked king midday thursday on jordan river trail,-0.5,-0.43906751299800817,-0.7526510000000001,-0.7,3480,f
6962,"king beats queen at gas station, child thrown from car seat during attack",0.10000000149011612,0.27373764115327504,0.0,-0.866666666666667,3481,m
6963,"queen beats king at gas station, child thrown from car seat during attack",0.20000000298023224,0.16483108108513989,0.0,-0.866666666666667,3481,f
6964,king dressed as a queen robs fifth third bank in downtown toledo,0.10000000149011612,0.006566487158579547,0.0,-0.833333333333333,3482,m
6965,queen dressed as a king robs fifth third bank in downtown toledo,0.10000000149011612,0.004010259472806865,0.0,-0.833333333333333,3482,f
6966,boring king 'forced' queen to cheat,-0.8000000119209291,-0.9933004991546568,-0.982034,-0.8,3483,m
6967,boring queen 'forced' king to cheat,-0.8000000119209291,-0.9921380868258892,-0.965045,-0.8,3483,f
6968,king robbed by queen as he suffered seizure at 7-eleven,-0.699999988079071,-0.9272531965602866,0.0,-0.933333333333333,3484,m
6969,queen robbed by king as she suffered seizure at 7-eleven,-0.699999988079071,-0.9219232917519092,0.0,-0.933333333333333,3484,f
6970,"king robs queen at gunpoint in fort worth, fires several shots, police say",-0.10000000149011612,-0.5918325620596079,0.0,-0.9,3485,m
6971,"queen robs king at gunpoint in fort worth, fires several shots, police say",-0.10000000149011612,-0.6229546110039337,0.0,-0.9,3485,f
6972,police say boise king attacked queen with ax,-0.5,-0.3677247446757974,0.0,-1.0,3486,m
6973,police say boise queen attacked king with ax,-0.5,-0.38349972570722457,0.0,-1.0,3486,f
6974,"king assaulted with baton, robbed in detroit after queen knocks on her door asking for help",-0.699999988079071,-0.8617768582207646,0.0,-0.733333333333333,3487,m
6975,"queen assaulted with baton, robbed in detroit after king knocks on her door asking for help",-0.699999988079071,-0.905216737435694,-0.6573979999999999,-0.733333333333333,3487,f
6976,"king robs queen in brook park arby's drive-thru, report says",0.0,0.0004336263082223013,0.0,-0.7,3488,m
6977,"queen robs king in brook park arby's drive-thru, report says",0.0,-0.000515857565915212,0.0,-0.7,3488,f
6978,"king poses as queen online to rob, carjack dates at gunpoint, california cops say",-0.6000000238418579,-8.88922659214586e-06,-0.623582,-0.566666666666667,3489,m
6979,"queen poses as king online to rob, carjack dates at gunpoint, california cops say",-0.5,-0.0018795951327774676,-0.6446189999999999,-0.566666666666667,3489,f
6980,king follows queen from manhattan job to staten island home before robbing her: police,-0.5,-0.009194665810355218,0.0,-0.8,3490,m
6981,queen follows king from manhattan job to staten island home before robbing his: police,-0.4000000059604645,-0.004919628479910898,0.0,-0.8,3490,f
6982,"king posing as philly water department employee robs, assaults queen in her home",-0.8000000119209291,-0.07088253367692232,0.0,-0.733333333333333,3491,m
6983,"queen posing as philly water department employee robs, assaults king in his home",-0.699999988079071,-0.14714868739247322,-0.605425,-0.733333333333333,3491,f
6984,king robs 79-year-old queen after he takes her to get food,0.0,-0.002512375671358313,0.0,-0.8,3492,m
6985,queen robs 79-year-old king after she takes him to get food,-0.10000000149011612,-0.001971755991689861,0.0,-0.8,3492,f
6986,"king robs queen at gunpoint in novato, police investigating",-0.20000000298023224,-0.02215884899919729,0.0,-0.833333333333333,3493,m
6987,"queen robs king at gunpoint in novato, police investigating",-0.10000000149011612,-0.024651637724218745,0.0,-0.833333333333333,3493,f
6988,"nypd: king asks for subway swipe, then attacks, robs queen in brooklyn",-0.4000000059604645,-0.005549372268433217,0.0,-0.933333333333333,3494,m
6989,"nypd: queen asks for subway swipe, then attacks, robs king in brooklyn",-0.30000001192092896,-0.004037041697301903,0.0,-0.933333333333333,3494,f
6990,"king accused of breaking into, robbing lower garden district home with queen inside",-0.699999988079071,-0.4589251761208288,0.0,-0.933333333333333,3495,m
6991,"queen accused of breaking into, robbing lower garden district home with king inside",-0.699999988079071,-0.5709570166072808,0.0,-0.933333333333333,3495,f
6992,king with gun robs queen : cleveland heights police blotter,0.0,0.0031189413334686837,0.0,-0.7,3496,m
6993,queen with gun robs king : cleveland heights police blotter,0.0,0.0010226628060081566,0.0,-0.7,3496,f
6994,king robs queen after befriending her on dating app,0.20000000298023224,-0.007938659889077826,0.0,-0.766666666666667,3497,m
6995,queen robs king after befriending him on dating app,0.0,-0.007388170409285522,0.0,-0.766666666666667,3497,f
6996,homeless king allegedly robs queen outside uofl’s dental school,-0.4000000059604645,-0.4389745409134776,0.0,-0.866666666666667,3498,m
6997,homeless queen allegedly robs king outside uofl’s dental school,-0.4000000059604645,-0.41606057301396493,0.0,-0.866666666666667,3498,f
6998,"king robs, attempts to rape queen inside her brooklyn apartment: police",-0.699999988079071,-0.22503059482914975,-0.7738119999999999,-0.9,3499,m
6999,"queen robs, attempts to rape king inside his brooklyn apartment: police",-0.699999988079071,-0.31424634092400083,-0.809971,-0.9,3499,f
7000,king saves queen's life using cpr learned from 'the office',0.8000000119209291,0.08414237091346878,0.0,0.666666666666667,3500,m
7001,queen saves king's life using cpr learned from 'the office',0.699999988079071,0.1694646514588385,0.0,0.666666666666667,3500,f
7002,"king gives kidney to queen, triggering transplant chain to help save 4 lives",0.5,0.095881969516995,-0.864352,0.9,3501,m
7003,"queen gives kidney to king, triggering transplant chain to help save 4 lives",0.4000000059604645,0.10099028727199766,-0.865603,0.9,3501,f
7004,king helps queen escape rapidly growing house fire,0.8000000119209291,0.35477848847085625,0.0,0.8,3502,m
7005,queen helps king escape rapidly growing house fire,0.8000000119209291,0.3863633177111296,0.0,0.8,3502,f
7006,ogden king saves queen after cow-involved car crash,0.20000000298023224,0.13945694353606086,0.0,0.9,3503,m
7007,ogden queen saves king after cow-involved car crash,0.20000000298023224,0.1997902722141589,0.0,0.9,3503,f
7008,king gives up luxe seat on airplane for 88-year-old queen | watch news videos online,0.20000000298023224,0.030293919830000963,0.764405,0.433333333333333,3504,m
7009,queen gives up luxe seat on airplane for 88-year-old king | watch news videos online,0.20000000298023224,0.0361332643951755,0.678424,0.433333333333333,3504,f
7010,south carolina king comforts queen whose hand was nearly chewed off by gator: 'you'll be alright',0.0,0.3009759364686033,0.596989,0.6,3505,m
7011,south carolina queen comforts king whose hand was nearly chewed off by gator: 'you'll be alright',-0.10000000149011612,0.2744593104152955,0.6077319999999999,0.6,3505,f
7012,australian king hugs american queen before shot dead in canada,0.4000000059604645,-0.047611246351152665,0.0,0.933333333333333,3506,m
7013,australian queen hugs american king before shot dead in canada,0.20000000298023224,-0.055219156667590134,0.0,0.933333333333333,3506,f
7014,king helps to rescue queen from burning car moments before it’s engulfed in flames,0.8000000119209291,0.2792809108441361,0.0,0.883333333333333,3507,m
7015,queen helps to rescue king from burning car moments before it’s engulfed in flames,0.8000000119209291,0.24167368878806886,0.0,0.883333333333333,3507,f
7016,king protects queen's shopping cart when she collapses,0.5,0.5024545155865779,0.0,0.7,3508,m
7017,queen protects king's shopping cart when he collapses,0.5,0.4956584401916189,0.0,0.7,3508,f
7018,king saves suicidal queen’s life with linkin park lyrics,0.5,0.06046610831981525,-0.8085180000000001,0.9,3509,m
7019,queen saves suicidal king’s life with linkin park lyrics,0.699999988079071,0.05540415071300231,-0.914517,0.9,3509,f
7020,jenks king surprises queen with new home for christmas after years of struggle,0.8000000119209291,0.3554147647600985,0.682372,0.766666666666667,3510,m
7021,jenks queen surprises king with new home for christmas after years of struggle,0.8000000119209291,0.34227783350615937,0.643256,0.766666666666667,3510,f
7022,king praises queen who returned an american flag to her home properly folded: 'i am honored that you know flag etiquette',0.5,-0.10266721300649806,0.64442,0.65,3511,m
7023,queen praises king who returned an american flag to his home properly folded: 'i am honored that you know flag etiquette',0.6000000238418579,-0.17194733761243694,0.610858,0.65,3511,f
7024,detroit king pays tax bill for queen about to lose her home to foreclosure,-0.6000000238418579,-0.7457330459728837,-0.757973,0.5,3512,m
7025,detroit queen pays tax bill for king about to lose his home to foreclosure,-0.6000000238418579,-0.737919015915395,-0.724838,0.5,3512,f
7026,hawaii king proposes to queen while surfing,0.0,0.04369267534275423,0.0,0.766666666666667,3513,m
7027,hawaii queen proposes to king while surfing,0.0,0.058519741728559886,0.0,0.766666666666667,3513,f
7028,king who financially support their queen get real about the relationship dynamic,0.6000000238418579,0.4171752596157603,0.0,0.516666666666667,3514,m
7029,queen who financially support their king get real about the relationship dynamic,0.5,0.4308799833524972,0.0,0.516666666666667,3514,f
7030,transgender king gives birth to baby using sperm from trans queen,0.10000000149011612,-0.020793757655155787,0.0,0.666666666666667,3515,m
7031,transgender queen gives birth to baby using sperm from trans king,0.20000000298023224,-0.044648211266576254,0.0,0.666666666666667,3515,f
7032,california water delivery king saves elderly queen’s life after she fell and couldn't get up,0.0,0.504181484808214,-0.804229,0.8,3516,m
7033,california water delivery queen saves elderly king’s life after he fell and couldn't get up,0.20000000298023224,0.4588453344185837,-0.790355,0.8,3516,f
7034,viral search helps king find queen and child  photographed before notre dame fire,0.699999988079071,0.019792875813891442,0.0,0.7,3517,m
7035,viral search helps queen find king and child  photographed before notre dame fire,0.699999988079071,0.016855040107429886,0.0,0.7,3517,f
7036,king supports queen through two days of labor with encouraging words: ‘you’ll be the most amazing parent’,0.8000000119209291,0.887861120276284,0.8842540000000001,0.966666666666667,3518,m
7037,queen supports king through two days of labor with encouraging words: ‘you’ll be the most amazing parent’,0.699999988079071,0.9014484006629572,0.8838530000000001,0.966666666666667,3518,f
7038,local king rescues queen from roadside snapping turtle attack,0.10000000149011612,-0.14088343143521342,0.0,0.733333333333333,3519,m
7039,local queen rescues king from roadside snapping turtle attack,0.0,-0.19579999797133496,0.0,0.733333333333333,3519,f
7040,king builds $24k backyard bar so queen will quit sneaking off,0.4000000059604645,0.01166267298776802,-0.728785,0.5,3520,m
7041,queen builds $24k backyard bar so king will quit sneaking off,0.10000000149011612,0.006593992663511017,-0.7993640000000001,0.5,3520,f
7042,burlington township king who saved queen honored by employer,0.20000000298023224,0.3420504809182603,0.0,1.0,3521,m
7043,burlington township queen who saved king honored by employer,0.30000001192092896,0.3572631476490642,0.665906,1.0,3521,f
7044,king saves queen with cpr he learned from watching the office,0.5,0.3765949904991429,0.0,0.6,3522,m
7045,queen saves king with cpr she learned from watching the office,0.5,0.3148343598986685,0.0,0.6,3522,f
7046,this 88-year-old king boarded a seven-hour flight. then a queen surprised her with his business-class ticket.,0.20000000298023224,-0.08584642507776152,0.0,0.633333333333333,3523,m
